TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,OrgLocIDTrap,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_trap2,TRAPTYPE,Loc_name,LOGITUDE,LATITUDE,COLLECSAMPLEID,U_id2,Numtests,COLLECDATE,WEEK_NEW,YEAR
Y11P19686,196885,CHICAGO HEALTH DEPT,T062,3535 W 51st,CHICAGO,60632,3535 W 51st_CHICAGO_60632,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T062|GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC0984,GRAVID TRAP,IDPH,-87.712058,41.800637,32664,UTC0984 32664,1,13-Sep-11,37,2011
Y11P19670,196877,CHICAGO HEALTH DEPT,T082,5001 S UNION,CHICAGO,60609,5001 S UNION_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T082|GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC0986,GRAVID TRAP,IDPH,-87.642876,41.803404,32692,UTC0986 32692,1,13-Sep-11,37,2011
Y11P19978,197090,Clarke Mosquito Control,D407,SALT CREEK LANE,HINSDALE,60521,SALT CREEK LANE_HINSDALE_60521,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,Clarke Mosquito Control|D407|GRAVID TRAP,4,Female,RAMP WNV,NEGATIVE,0,13-Sep-11,Culex,PIPIENS/RESTUANS,UTC0987,GRAVID TRAP,IDPH,-87.92812,41.80403,900-0796,UTC0987 900-0796,1,13-Sep-11,37,2011
Y11P21119,198016,IDPH,IDPH 106,4400 PERSHING,DOWNERS GROVE,60515,4400 PERSHING_DOWNERS GROVE_60515,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 106|GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,26-Sep-11,Culex,PIPIENS/RESTUANS,UTC0990,GRAVID TRAP,IDPH,-88.036737,41.806173,763,UTC0990 763,1,13-Sep-11,37,2011
Y11P19680,196882,CHICAGO HEALTH DEPT,T074,3901 S ASHLAND AVE,CHICAGO,60609,3901 S ASHLAND AVE_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T074|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC0996,GRAVID TRAP,IDPH,-87.66,41.82,32686,UTC0996 32686,1,13-Sep-11,37,2011
Y11P19668,196876,CHICAGO HEALTH DEPT,T081,4000 S DEARBORN,CHICAGO,60609,4000 S DEARBORN_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T081|GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC0997,GRAVID TRAP,IDPH,-87.627638,41.822734,32691,UTC0997 32691,1,13-Sep-11,37,2011
Y11P20077,197147,Desplaines Valley MAD,lp,"FPD NURSERY, OGDEN & WOLF",LA GRANGE PARK,60526,"FPD NURSERY, OGDEN & WOLF_LA GRANGE PARK_60526",COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|lp|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,22-Sep-11,Culex,PIPIENS/RESTUANS,UTC1000,GRAVID TRAP,IDPH,-87.89391,41.82378,dv1272,UTC1000 dv1272,2,13-Sep-11,37,2011
Y11P19732,196908,CHICAGO HEALTH DEPT,T035,3035 S HOYNE AVE,CHICAGO,60626,3035 S HOYNE AVE_CHICAGO_60626,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T035|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1009,GRAVID TRAP,IDPH,-87.68,41.84,32684,UTC1009 32684,1,13-Sep-11,37,2011
Y11P19826,196955,CHICAGO HEALTH DEPT,T152,2500 S MILLARD AVE,CHICAGO,60623,2500 S MILLARD AVE_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T152|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS,UTC1017,GRAVID TRAP,IDPH,-87.716132,41.846163,32646,UTC1017 32646,1,13-Sep-11,37,2011
Y11P19744,196914,CHICAGO HEALTH DEPT,T063,3700 W Pulaski,CHICAGO,60623,3700 W Pulaski_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T063|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1024,GRAVID TRAP,IDPH,-87.71712,41.85306,32666,UTC1024 32666,1,13-Sep-11,37,2011
Y11P19702,196893,CHICAGO HEALTH DEPT,T043,300 W 18TH ST,CHICAGO,60616,300 W 18TH ST_CHICAGO_60616,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T043|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1028,GRAVID TRAP,IDPH,-87.634511,41.857772,32650,UTC1028 32650,1,13-Sep-11,37,2011
Y11P19810,196947,CHICAGO HEALTH DEPT,T047,1100 S CALIFORNIA,CHICAGO,60612,1100 S CALIFORNIA_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T047|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS,UTC1034,GRAVID TRAP,IDPH,-87.696013,41.868266,32653,UTC1034 32653,1,13-Sep-11,37,2011
Y11P19690,196887,CHICAGO HEALTH DEPT,T047,1100 S CALIFORNIA,CHICAGO,60612,1100 S CALIFORNIA_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T047|GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1034,GRAVID TRAP,IDPH,-87.696013,41.868266,32654,UTC1034 32654,1,13-Sep-11,37,2011
Y11P19742,196913,CHICAGO HEALTH DEPT,T047,1100 S CALIFORNIA,CHICAGO,60612,1100 S CALIFORNIA_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T047|GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1034,GRAVID TRAP,IDPH,-87.696013,41.868266,32655,UTC1034 32655,1,13-Sep-11,37,2011
Y11P19692,196888,CHICAGO HEALTH DEPT,T048,700 S MILLER,CHICAGO,60607,700 S MILLER_CHICAGO_60607,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T048|GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1041,GRAVID TRAP,IDPH,-87.652364,41.87219,32656,UTC1041 32656,1,13-Sep-11,37,2011
Y11P19740,196912,CHICAGO HEALTH DEPT,T048,700 S MILLER,CHICAGO,60607,700 S MILLER_CHICAGO_60607,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T048|GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1041,GRAVID TRAP,IDPH,-87.652364,41.87219,32657,UTC1041 32657,1,13-Sep-11,37,2011
Y11P21107,198004,IDPH,IDPH104,709 CONCORD LANE,LOMBARD,60148,709 CONCORD LANE_LOMBARD_60148,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH104|GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,26-Sep-11,Culex,PIPIENS/RESTUANS,UTC1044,GRAVID TRAP,IDPH,-87.989625,41.873251,751,UTC1044 751,1,13-Sep-11,37,2011
Y11P21582,198232,IDPH,IDPH104,709 CONCORD LANE,LOMBARD,60148,709 CONCORD LANE_LOMBARD_60148,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH104|GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,26-Sep-11,Culex,PIPIENS/RESTUANS,UTC1044,GRAVID TRAP,IDPH,-87.989625,41.873251,787,UTC1044 787,1,13-Sep-11,37,2011
Y11P19704,196894,CHICAGO HEALTH DEPT,T031,500 S CNTRAL AVE,CHICAGO,60644,500 S CNTRAL AVE_CHICAGO_60644,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T031|GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1045,GRAVID TRAP,IDPH,-87.764712,41.873768,32640,UTC1045 32640,1,13-Sep-11,37,2011
Y11P20080,197148,Desplaines Valley MAD,fp,7900 MADISON,FOREST PARK,60130,7900 MADISON_FOREST PARK_60130,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|fp|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,22-Sep-11,Culex,PIPIENS/RESTUANS,UTC1048,GRAVID TRAP,IDPH,-87.82575,41.8755,dv1273,UTC1048 dv1273,2,13-Sep-11,37,2011
Y11P19806,196945,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T030|GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS,UTC1050,GRAVID TRAP,IDPH,-87.715918,41.881551,32636,UTC1050 32636,1,13-Sep-11,37,2011
Y11P19728,196906,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T030|GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1050,GRAVID TRAP,IDPH,-87.715918,41.881551,32638,UTC1050 32638,1,13-Sep-11,37,2011
Y11P19798,196941,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T030|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,TARSALIS,UTC1050,GRAVID TRAP,IDPH,-87.715918,41.881551,32639,UTC1050 32639,1,13-Sep-11,37,2011
Y11P19808,196946,CHICAGO HEALTH DEPT,T046,2500 W GRAND AVE,CHICAGO,60612,2500 W GRAND AVE_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T046|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS,UTC1059,GRAVID TRAP,IDPH,-87.689162,41.891419,32651,UTC1059 32651,1,13-Sep-11,37,2011
Y11P19698,196891,CHICAGO HEALTH DEPT,T046,2500 W GRAND AVE,CHICAGO,60612,2500 W GRAND AVE_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T046|GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1059,GRAVID TRAP,IDPH,-87.689162,41.891419,32652,UTC1059 32652,1,13-Sep-11,37,2011
Y11P21120,198017,IDPH,IDPH 103,911 AVERS,EVERGREEN PARK,60642,911 AVERS_EVERGREEN PARK_60642,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 103|GRAVID TRAP,38,Female,RAMP WNV,NEGATIVE,0,26-Sep-11,Culex,PIPIENS/RESTUANS,UTC1064,GRAVID TRAP,IDPH,-87.65892,41.89859,764,UTC1064 764,1,13-Sep-11,37,2011
Y11P21364,198144,IDPH,IDPH 103,911 AVERS,EVERGREEN PARK,60642,911 AVERS_EVERGREEN PARK_60642,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 103|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Sep-11,Culex,PIPIENS/RESTUANS,UTC1064,GRAVID TRAP,IDPH,-87.65892,41.89859,767,UTC1064 767,1,13-Sep-11,37,2011
Y11P19694,196889,CHICAGO HEALTH DEPT,T049,1100 W CHICAGO,CHICAGO,60622,1100 W CHICAGO_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T049|GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1069,GRAVID TRAP,IDPH,-87.68072,41.90257,32658,UTC1069 32658,1,13-Sep-11,37,2011
Y11P19738,196911,CHICAGO HEALTH DEPT,T049,1100 W CHICAGO,CHICAGO,60622,1100 W CHICAGO_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T049|GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1069,GRAVID TRAP,IDPH,-87.68072,41.90257,32659,UTC1069 32659,1,13-Sep-11,37,2011
Y11P19706,196895,CHICAGO HEALTH DEPT,T033,1400 N HUMBOLDT DR,CHICAGO,60622,1400 N HUMBOLDT DR_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T033|GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1073,GRAVID TRAP,IDPH,-87.701411,41.906689,32642,UTC1073 32642,1,13-Sep-11,37,2011
Y11P19648,196866,CHICAGO HEALTH DEPT,T232,1722 NORTH ASHLAND AVENUE,CHICAGO,60622,1722 NORTH ASHLAND AVENUE_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T232|GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1075,GRAVID TRAP,IDPH,-87.667783,41.912963,32661,UTC1075 32661,1,13-Sep-11,37,2011
Y11P19764,196924,CHICAGO HEALTH DEPT,T232,1722 NORTH ASHLAND AVENUE,CHICAGO,60622,1722 NORTH ASHLAND AVENUE_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T232|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1075,GRAVID TRAP,IDPH,-87.667783,41.912963,32662,UTC1075 32662,1,13-Sep-11,37,2011
Y11P19976,197088,Clarke Mosquito Control,C428,2105 N THATCHER,RIVER GROVE,60171,2105 N THATCHER_RIVER GROVE_60171,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Clarke Mosquito Control|C428|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,13-Sep-11,Culex,PIPIENS/RESTUANS,UTC1077,GRAVID TRAP,IDPH,-87.830122,41.915877,900-0793,UTC1077 900-0793,1,13-Sep-11,37,2011
Y11P19977,197089,Clarke Mosquito Control,D427,PETERSON,GLENDALE HEIGHTS,60139,PETERSON_GLENDALE HEIGHTS_60139,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,Clarke Mosquito Control|D427|GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,13-Sep-11,Culex,PIPIENS/RESTUANS,UTC1080,GRAVID TRAP,IDPH,-88.07686,41.9188,900-0795,UTC1080 900-0795,1,13-Sep-11,37,2011
Y11P19696,196890,CHICAGO HEALTH DEPT,T054,ZOO,CHICAGO,60614,ZOO_CHICAGO_60614,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T054|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1086,GRAVID TRAP,IDPH,-87.64916,41.92358,32660,UTC1086 32660,1,13-Sep-11,37,2011
Y11P19724,196904,CHICAGO HEALTH DEPT,T013,6100 W FULLERTON,CHICAGO,60639,6100 W FULLERTON_CHICAGO_60639,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T013|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1087,GRAVID TRAP,IDPH,-87.7782,41.923864,32635,UTC1087 32635,1,13-Sep-11,37,2011
Y11P19636,196860,CHICAGO HEALTH DEPT,T222,4846 W MONTANA ST,CHICAGO,60639,4846 W MONTANA ST_CHICAGO_60639,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T222|GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1088,GRAVID TRAP,IDPH,-87.747502,41.925226,32648,UTC1088 32648,1,13-Sep-11,37,2011
Y11P19652,196868,CHICAGO HEALTH DEPT,T147,2800 N FRANCISCO AVE,CHICAGO,60618,2800 N FRANCISCO AVE_CHICAGO_60618,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T147|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1096,GRAVID TRAP,IDPH,-87.700135,41.932134,32632,UTC1096 32632,1,13-Sep-11,37,2011
Y11P19718,196901,CHICAGO HEALTH DEPT,T011,3600 N PITTSBURGH AVE,CHICAGO,60634,3600 N PITTSBURGH AVE_CHICAGO_60634,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T011|GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1103,GRAVID TRAP,IDPH,-87.832826,41.944932,32615,UTC1103 32615,1,13-Sep-11,37,2011
Y11P19632,196858,CHICAGO HEALTH DEPT,T218,3745 N KEDVALE AVE,CHICAGO,60641,3745 N KEDVALE AVE_CHICAGO_60641,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T218|GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1112,GRAVID TRAP,IDPH,-87.73,41.95,32617,UTC1112 32617,1,13-Sep-11,37,2011
Y11P19766,196925,CHICAGO HEALTH DEPT,T228,3945 N SPRINGFIELD AVE,CHICAGO,60618,3945 N SPRINGFIELD AVE_CHICAGO_60618,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T228|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1117,GRAVID TRAP,IDPH,-87.724985,41.952654,32621,UTC1117 32621,1,13-Sep-11,37,2011
Y11P19716,196900,CHICAGO HEALTH DEPT,T017,600 W MONTROSE DR,CHICAGO,60613,600 W MONTROSE DR_CHICAGO_60613,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T017|GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1126,GRAVID TRAP,IDPH,-87.646889,41.961944,32626,UTC1126 32626,1,13-Sep-11,37,2011
Y11P19800,196942,CHICAGO HEALTH DEPT,T017,600 W MONTROSE DR,CHICAGO,60613,600 W MONTROSE DR_CHICAGO_60613,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T017|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,TARSALIS,UTC1126,GRAVID TRAP,IDPH,-87.646889,41.961944,32627,UTC1126 32627,1,13-Sep-11,37,2011
Y11P19975,197087,Clarke Mosquito Control,W443,POTTER & CENTRAL,WOOD DALE,60191,POTTER & CENTRAL_WOOD DALE_60191,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,Clarke Mosquito Control|W443|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,13-Sep-11,Culex,PIPIENS/RESTUANS,UTC1130,GRAVID TRAP,IDPH,-87.97927,41.96472,900-0794,UTC1130 900-0794,1,13-Sep-11,37,2011
Y11P19974,197086,Clarke Mosquito Control,W442,POLICE STATION,WOOD DALE,60191,POLICE STATION_WOOD DALE_60191,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,Clarke Mosquito Control|W442|GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,13-Sep-11,Culex,PIPIENS/RESTUANS,UTC1131,GRAVID TRAP,IDPH,-87.97927,41.96472,900-0792,UTC1131 900-0792,1,13-Sep-11,37,2011
Y11P19638,196861,CHICAGO HEALTH DEPT,T223,5115 N MONT CLARE AVE,CHICAGO,60656,5115 N MONT CLARE AVE_CHICAGO_60656,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T223|GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1153,GRAVID TRAP,IDPH,-87.80467,41.973995,32618,UTC1153 32618,1,13-Sep-11,37,2011
Y11P19776,196930,CHICAGO HEALTH DEPT,T223,5115 N MONT CLARE AVE,CHICAGO,60656,5115 N MONT CLARE AVE_CHICAGO_60656,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T223|GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1153,GRAVID TRAP,IDPH,-87.80467,41.973995,32619,UTC1153 32619,1,13-Sep-11,37,2011
Y11P19712,196898,CHICAGO HEALTH DEPT,T027,5800 N PULASKI,CHICAGO,60646,5800 N PULASKI_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T027|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1161,GRAVID TRAP,IDPH,-87.728573,41.98586,32628,UTC1161 32628,1,13-Sep-11,37,2011
Y11P19726,196905,CHICAGO HEALTH DEPT,T027,5800 N PULASKI,CHICAGO,60646,5800 N PULASKI_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T027|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1161,GRAVID TRAP,IDPH,-87.728573,41.98586,32629,UTC1161 32629,1,13-Sep-11,37,2011
Y11P19710,196897,CHICAGO HEALTH DEPT,T028,5800 N WESTERN,CHICAGO,60659,5800 N WESTERN_CHICAGO_60659,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T028|GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1162,GRAVID TRAP,IDPH,-87.689616,41.986853,32631,UTC1162 32631,1,13-Sep-11,37,2011
Y11P19624,196854,CHICAGO HEALTH DEPT,T236,6239 N MCCLELLAN AVE,CHICAGO,60646,6239 N MCCLELLAN AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T236|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1166,GRAVID TRAP,IDPH,-87.770852,41.995042,32625,UTC1166 32625,1,13-Sep-11,37,2011
Y11P20340,197278,Northwest MAD,NWBT1,202 N. Crest,BARTLETT,60103,202 N. Crest_BARTLETT_60103,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWBT1|GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,05-Oct-11,Culex,SPP,UTC1167,GRAVID TRAP,IDPH,-88.17953,41.99677,811,UTC1167 811,2,13-Sep-11,37,2011
Y11P19722,196903,CHICAGO HEALTH DEPT,T008,7000 N MONON AVE,CHICAGO,60646,7000 N MONON AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T008|GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1172,GRAVID TRAP,IDPH,-87.777998,42.00916,32613,UTC1172 32613,1,13-Sep-11,37,2011
Y11P19828,196956,CHICAGO HEALTH DEPT,T233,7100 N HARLEM AVE,CHICAGO,60631,7100 N HARLEM AVE_CHICAGO_60631,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T233|GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS,UTC1173,GRAVID TRAP,IDPH,-87.806735,42.010253,32622,UTC1173 32622,1,13-Sep-11,37,2011
Y11P19620,196852,CHICAGO HEALTH DEPT,T233,7100 N HARLEM AVE,CHICAGO,60631,7100 N HARLEM AVE_CHICAGO_60631,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T233|GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,PIPIENS/RESTUANS,UTC1173,GRAVID TRAP,IDPH,-87.806735,42.010253,32623,UTC1173 32623,1,13-Sep-11,37,2011
Y11P19786,196935,CHICAGO HEALTH DEPT,T233,7100 N HARLEM AVE,CHICAGO,60631,7100 N HARLEM AVE_CHICAGO_60631,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,CHICAGO HEALTH DEPT|T233|GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,16-Sep-11,Culex,RESTUANS,UTC1173,GRAVID TRAP,IDPH,-87.806735,42.010253,32624,UTC1173 32624,1,13-Sep-11,37,2011
Y11P20346,197280,Northwest MAD,NWEG3,812 ROPPOLO DRIVE,ELK GROVE VILLAGE,60007,812 ROPPOLO DRIVE_ELK GROVE VILLAGE_60007,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWEG3|GRAVID TRAP,16,Female,PCRWNV,NEGATIVE,0,05-Oct-11,Culex,SPP,UTC1175,GRAVID TRAP,IDPH,-87.953531,42.01279,813,UTC1175 813,2,13-Sep-11,37,2011
Y11P20355,197283,Northwest MAD,NWPR2,8600 N. MILWAUKEE AVE.,NILES,60714,8600 N. MILWAUKEE AVE._NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWPR2|GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,05-Oct-11,Culex,SPP,UTC1189,GRAVID TRAP,IDPH,-87.831669,42.033113,816,UTC1189 816,2,13-Sep-11,37,2011
