UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
6  9   11446,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,11446,8/5/2006,31,2006,214731,200631
6  9   11686,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,11686,8/5/2006,31,2006,214731,200631
6  9   11670,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,11670,8/12/2006,32,2006,214732,200632
6  9   13367,2147,CHICAGO,60622,COOK,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,13367,8/12/2006,32,2006,214732,200632
6  9   14055,2147,CHICAGO,60622,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,14055,8/19/2006,33,2006,214733,200633
6  9   14058,2147,CHICAGO,60622,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,14058,8/19/2006,33,2006,214733,200633
6  9   14970,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,14970,8/19/2006,33,2006,214733,200633
6  9   14973,2147,CHICAGO,60622,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,14973,8/19/2006,33,2006,214733,200633
6  9   14074,2147,CHICAGO,60622,COOK,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,14074,9/2/2006,35,2006,214735,200635
6  9   14081,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,14081,9/2/2006,35,2006,214735,200635
6  9   14086,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,14086,9/2/2006,35,2006,214735,200635
6  9   15499,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,15499,9/9/2006,36,2006,214736,200636
6  9   15509,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,15509,9/9/2006,36,2006,214736,200636
6  9   15515,2147,CHICAGO,60622,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,15515,9/9/2006,36,2006,214736,200636
6  9   17064,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,17064,9/16/2006,37,2006,214737,200637
6  9   17369,2147,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.701701,41.905823,Culex,17369,9/30/2006,39,2006,214739,200639
6  9   9589,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,9589,7/8/2006,27,2006,213927,200627
6  9   10267,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,10267,7/22/2006,29,2006,213929,200629
6  9   10501,2139,CHICAGO,60618,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,10501,7/22/2006,29,2006,213929,200629
6  9   10776,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,10776,7/22/2006,29,2006,213929,200629
6  9   12425,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,12425,8/5/2006,31,2006,213931,200631
6  9   11405,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,11405,8/12/2006,32,2006,213932,200632
6  9   11408,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,11408,8/12/2006,32,2006,213932,200632
6  9   12057,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,12057,8/12/2006,32,2006,213932,200632
6  9   12063,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,12063,8/12/2006,32,2006,213932,200632
6  9   14087,2139,CHICAGO,60618,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,14087,8/19/2006,33,2006,213933,200633
6  9   14099,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,14099,8/19/2006,33,2006,213933,200633
6  9   14563,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,14563,8/19/2006,33,2006,213933,200633
6  9   15869,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,15869,8/26/2006,34,2006,213934,200634
6  9   13904,2139,CHICAGO,60618,COOK,GRAVID TRAP,4,Female,PCRWNV,POSITIVE,1,-87.700046,41.931989,Culex,13904,9/2/2006,35,2006,213935,200635
6  9   13907,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,13907,9/2/2006,35,2006,213935,200635
6  9   16395,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,16395,9/16/2006,37,2006,213937,200637
6  9   16676,2139,CHICAGO,60618,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.700046,41.931989,Culex,16676,9/23/2006,38,2006,213938,200638
6  114 NS31,1225,WINNETKA,60093,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.696395,42.022068,Culex,NS31,5/24/2006,21,2006,122521,200621
6  114 NS19,3011,EVANSTON,60201,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS19,5/16/2006,20,2006,301120,200620
6  114 NS41,3011,EVANSTON,60201,COOK,GRAVID TRAP,57,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS41,5/26/2006,21,2006,301121,200621
6  114 NS50,3011,EVANSTON,60201,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS50,5/30/2006,22,2006,301122,200622
6  114 NS67,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS67,6/2/2006,22,2006,301122,200622
6  114 NS77,3011,EVANSTON,60201,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS77,6/2/2006,22,2006,301122,200622
6  114 NS93,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS93,6/7/2006,23,2006,301123,200623
6  114 NS103,3011,EVANSTON,60201,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS103,6/9/2006,23,2006,301123,200623
6  114 NS113,3011,EVANSTON,60201,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS113,6/12/2006,24,2006,301124,200624
6  114 NS126,3011,EVANSTON,60201,COOK,GRAVID TRAP,90,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS126,6/14/2006,24,2006,301124,200624
6  114 NS127,3011,EVANSTON,60201,COOK,GRAVID TRAP,97,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS127,6/14/2006,24,2006,301124,200624
6  114 NS145,3011,EVANSTON,60201,COOK,GRAVID TRAP,113,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS145,6/16/2006,24,2006,301124,200624
6  114 NS157,3011,EVANSTON,60201,COOK,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS157,6/19/2006,25,2006,301125,200625
6  114 NS179,3011,EVANSTON,60201,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS179,6/22/2006,25,2006,301125,200625
6  114 NS194,3011,EVANSTON,60201,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS194,6/26/2006,26,2006,301126,200626
6  114 NS216,3011,EVANSTON,60201,COOK,GRAVID TRAP,65,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS216,6/28/2006,26,2006,301126,200626
6  114 NS238,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS238,6/30/2006,26,2006,301126,200626
6  114 NS239,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS239,6/30/2006,26,2006,301126,200626
6  114 NS240,3011,EVANSTON,60201,COOK,GRAVID TRAP,86,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS240,6/30/2006,26,2006,301126,200626
6  114 NS273,3011,EVANSTON,60201,COOK,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS273,7/5/2006,27,2006,301127,200627
6  114 NS287,3011,EVANSTON,60201,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS287,7/7/2006,27,2006,301127,200627
6  114 NS304,3011,EVANSTON,60201,COOK,GRAVID TRAP,56,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS304,7/10/2006,28,2006,301128,200628
6  114 NS325,3011,EVANSTON,60201,COOK,GRAVID TRAP,93,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS325,7/12/2006,28,2006,301128,200628
6  114 NS338,3011,EVANSTON,60201,COOK,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS338,7/14/2006,28,2006,301128,200628
6  114 NS356,3011,EVANSTON,60201,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS356,7/17/2006,29,2006,301129,200629
6  114 NS390,3011,EVANSTON,60201,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS390,7/19/2006,29,2006,301129,200629
6  114 NS411,3011,EVANSTON,60201,COOK,GRAVID TRAP,57,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS411,7/21/2006,29,2006,301129,200629
6  114 NS444,3011,EVANSTON,60201,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS444,7/24/2006,30,2006,301130,200630
6  114 NS486,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS486,7/26/2006,30,2006,301130,200630
6  114 NS487,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS487,7/26/2006,30,2006,301130,200630
6  114 NS489,3011,EVANSTON,60201,COOK,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS489,7/26/2006,30,2006,301130,200630
6  114 NS490,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS490,7/26/2006,30,2006,301130,200630
6  114 NS485,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS485,7/26/2006,30,2006,301130,200630
6  114 NS488,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS488,7/26/2006,30,2006,301130,200630
6  114 NS518,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS518,7/28/2006,30,2006,301130,200630
6  114 NS519,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS519,7/28/2006,30,2006,301130,200630
6  114 NS521,3011,EVANSTON,60201,COOK,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS521,7/28/2006,30,2006,301130,200630
6  114 NS520,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS520,7/28/2006,30,2006,301130,200630
6  114 NS567,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS567,7/31/2006,31,2006,301131,200631
6  114 NS568,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS568,7/31/2006,31,2006,301131,200631
6  114 NS569,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS569,7/31/2006,31,2006,301131,200631
6  114 NS570,3011,EVANSTON,60201,COOK,GRAVID TRAP,17,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS570,7/31/2006,31,2006,301131,200631
6  114 NS571,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS571,7/31/2006,31,2006,301131,200631
6  114 NS572,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS572,7/31/2006,31,2006,301131,200631
6  114 NS573,3011,EVANSTON,60201,COOK,GRAVID TRAP,43,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS573,7/31/2006,31,2006,301131,200631
6  114 NS574,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS574,7/31/2006,31,2006,301131,200631
6  114 NS575,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS575,7/31/2006,31,2006,301131,200631
6  114 NS576,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS576,7/31/2006,31,2006,301131,200631
6  114 NS577,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS577,7/31/2006,31,2006,301131,200631
6  114 NS633,3011,EVANSTON,60201,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS633,8/2/2006,31,2006,301131,200631
6  114 NS634,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS634,8/2/2006,31,2006,301131,200631
6  114 NS635,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS635,8/2/2006,31,2006,301131,200631
6  114 NS636,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS636,8/2/2006,31,2006,301131,200631
6  114 NS637,3011,EVANSTON,60201,COOK,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS637,8/2/2006,31,2006,301131,200631
6  114 NS638,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS638,8/2/2006,31,2006,301131,200631
6  114 NS639,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS639,8/2/2006,31,2006,301131,200631
6  114 NS640,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS640,8/2/2006,31,2006,301131,200631
6  114 NS641,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS641,8/2/2006,31,2006,301131,200631
6  114 NS672,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS672,8/4/2006,31,2006,301131,200631
6  114 NS673,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS673,8/4/2006,31,2006,301131,200631
6  114 NS674,3011,EVANSTON,60201,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS674,8/4/2006,31,2006,301131,200631
6  114 NS675,3011,EVANSTON,60201,COOK,GRAVID TRAP,23,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS675,8/4/2006,31,2006,301131,200631
6  114 NS676,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS676,8/4/2006,31,2006,301131,200631
6  114 NS677,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS677,8/4/2006,31,2006,301131,200631
6  114 NS678,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS678,8/4/2006,31,2006,301131,200631
6  114 NS679,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS679,8/4/2006,31,2006,301131,200631
6  114 NS710,3011,EVANSTON,60201,COOK,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS710,8/7/2006,32,2006,301132,200632
6  114 NS711,3011,EVANSTON,60201,COOK,GRAVID TRAP,15,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS711,8/7/2006,32,2006,301132,200632
6  114 NS712,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS712,8/7/2006,32,2006,301132,200632
6  114 NS731,3011,EVANSTON,60201,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS731,8/9/2006,32,2006,301132,200632
6  114 NS754,3011,EVANSTON,60201,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS754,8/11/2006,32,2006,301132,200632
6  114 NS799,3011,EVANSTON,60201,COOK,GRAVID TRAP,48,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS799,8/16/2006,33,2006,301133,200633
6  114 NS821,3011,EVANSTON,60201,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS821,8/18/2006,33,2006,301133,200633
6  114 NS845,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS845,8/21/2006,34,2006,301134,200634
6  114 NS846,3011,EVANSTON,60201,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS846,8/21/2006,34,2006,301134,200634
6  114 NS871,3011,EVANSTON,60201,COOK,GRAVID TRAP,13,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS871,8/23/2006,34,2006,301134,200634
6  114 NS895,3011,EVANSTON,60201,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS895,8/25/2006,34,2006,301134,200634
6  114 NS896,3011,EVANSTON,60201,COOK,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS896,8/25/2006,34,2006,301134,200634
6  114 NS923,3011,EVANSTON,60201,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS923,8/28/2006,35,2006,301135,200635
6  114 NS937,3011,EVANSTON,60201,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS937,8/30/2006,35,2006,301135,200635
6  114 NS951,3011,EVANSTON,60201,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS951,9/1/2006,35,2006,301135,200635
6  114 NS964,3011,EVANSTON,60201,COOK,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS964,9/4/2006,36,2006,301136,200636
6  114 NS981,3011,EVANSTON,60201,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS981,9/8/2006,36,2006,301136,200636
6  114 NS990,3011,EVANSTON,60201,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS990,9/11/2006,37,2006,301137,200637
6  114 NS999,3011,EVANSTON,60201,COOK,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS999,9/13/2006,37,2006,301137,200637
6  114 NS1009,3011,EVANSTON,60201,COOK,GRAVID TRAP,4,Female,PCRWNV,POSITIVE,1,-87.696267,42.02143,Culex,NS1009,9/15/2006,37,2006,301137,200637
6  114 NS1054,3011,EVANSTON,60201,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS1054,9/20/2006,38,2006,301138,200638
6  114 NS1063,3011,EVANSTON,60201,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.696267,42.02143,Culex,NS1063,9/22/2006,38,2006,301138,200638
6  9   9595,2160,CHICAGO,60612,COOK,OTHER,4,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,9595,7/8/2006,27,2006,216027,200627
6  9   10588,2160,CHICAGO,60612,COOK,OTHER,3,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,10588,7/22/2006,29,2006,216029,200629
6  9   12550,2160,CHICAGO,60612,COOK,OTHER,2,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,12550,8/12/2006,32,2006,216032,200632
6  9   13485,2160,CHICAGO,60612,COOK,OTHER,21,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,13485,8/12/2006,32,2006,216032,200632
6  9   12481,2160,CHICAGO,60612,COOK,OTHER,16,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,12481,8/19/2006,33,2006,216033,200633
6  9   12488,2160,CHICAGO,60612,COOK,OTHER,19,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,12488,8/19/2006,33,2006,216033,200633
6  9   12496,2160,CHICAGO,60612,COOK,OTHER,50,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,12496,8/19/2006,33,2006,216033,200633
6  9   12502,2160,CHICAGO,60612,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,12502,8/19/2006,33,2006,216033,200633
6  9   12505,2160,CHICAGO,60612,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,12505,8/19/2006,33,2006,216033,200633
6  9   15052,2160,CHICAGO,60612,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,15052,8/19/2006,33,2006,216033,200633
6  9   15055,2160,CHICAGO,60612,COOK,OTHER,50,Female,PCRWNV,POSITIVE,1,-87.695855,41.868201,Culex,15055,8/19/2006,33,2006,216033,200633
6  9   15932,2160,CHICAGO,60612,COOK,OTHER,3,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,15932,8/26/2006,34,2006,216034,200634
6  9   14275,2160,CHICAGO,60612,COOK,OTHER,3,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,14275,9/2/2006,35,2006,216035,200635
6  9   14282,2160,CHICAGO,60612,COOK,OTHER,2,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,14282,9/2/2006,35,2006,216035,200635
6  9   14288,2160,CHICAGO,60612,COOK,OTHER,6,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,14288,9/2/2006,35,2006,216035,200635
6  9   14402,2160,CHICAGO,60612,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,14402,9/2/2006,35,2006,216035,200635
6  9   17191,2160,CHICAGO,60612,COOK,OTHER,2,Female,PCRWNV,NEGATIVE,0,-87.695855,41.868201,Culex,17191,9/16/2006,37,2006,216037,200637
6  0   WC002,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC002,5/8/2006,19,2006,300719,200619
6  0   WC007,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC007,5/8/2006,19,2006,300719,200619
6  0   WC009,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC009,5/9/2006,19,2006,300719,200619
6  0   WC012,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC012,5/11/2006,19,2006,300719,200619
6  0   WC026,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC026,5/18/2006,20,2006,300720,200620
6  0   WC034,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC034,5/19/2006,20,2006,300720,200620
6  0   WC043,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC043,5/22/2006,21,2006,300721,200621
6  0   WC056,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC056,5/26/2006,21,2006,300721,200621
6  0   WC058,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,49,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC058,5/30/2006,22,2006,300722,200622
6  0   WC059,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,WC059,5/31/2006,22,2006,300722,200622
6  0   IDPH070,3007,EVERGREEN PARK,60642,COOK,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-87.694743,41.716279,Culex,IDPH070,6/1/2006,22,2006,300722,200622
