UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
5  9   5-296,2162,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.655366,41.896334,Culex,5-296,7/22/2005,29,2005,216229,200529
5  9   5-413,2162,CHICAGO,60622,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.655366,41.896334,Culex,5-413,8/5/2005,31,2005,216231,200531
5  9   5-543,2162,CHICAGO,60622,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.655366,41.896334,Culex,5-543,8/19/2005,33,2005,216233,200533
5  9   5-649,2162,CHICAGO,60622,COOK,GRAVID TRAP,1,Female,PCRWNV,POSITIVE,1,-87.655366,41.896334,Culex,5-649,9/2/2005,35,2005,216235,200535
5  9   5-762,2162,CHICAGO,60622,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.655366,41.896334,Culex,5-762,9/16/2005,37,2005,216237,200537
5  9   5-17,2161,CHICAGO,60607,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-17,5/13/2005,19,2005,216119,200519
5  9   5-106,2161,CHICAGO,60607,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-106,5/20/2005,20,2005,216120,200520
5  9   5-161,2161,CHICAGO,60607,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-161,5/27/2005,21,2005,216121,200521
5  9   5-46,2161,CHICAGO,60607,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-46,6/3/2005,22,2005,216122,200522
5  9   5-52,2161,CHICAGO,60607,COOK,GRAVID TRAP,1,Male,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-52,6/3/2005,22,2005,216122,200522
5  9   5-102,2161,CHICAGO,60607,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-102,6/10/2005,23,2005,216123,200523
5  9   5-103,2161,CHICAGO,60607,COOK,GRAVID TRAP,1,Male,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-103,6/10/2005,23,2005,216123,200523
5  9   5-77,2161,CHICAGO,60607,COOK,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-77,6/10/2005,23,2005,216123,200523
5  9   5-78,2161,CHICAGO,60607,COOK,GRAVID TRAP,11,Male,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-78,6/10/2005,23,2005,216123,200523
5  9   5-237,2161,CHICAGO,60607,COOK,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-237,7/16/2005,28,2005,216128,200528
5  9   5-272,2161,CHICAGO,60607,COOK,GRAVID TRAP,50,Male,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-272,7/22/2005,29,2005,216129,200529
5  9   5-273,2161,CHICAGO,60607,COOK,GRAVID TRAP,61,Male,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-273,7/22/2005,29,2005,216129,200529
5  9   5-320,2161,CHICAGO,60607,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-320,7/22/2005,29,2005,216129,200529
5  9   5-323,2161,CHICAGO,60607,COOK,GRAVID TRAP,55,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-323,7/22/2005,29,2005,216129,200529
5  9   5-330,2161,CHICAGO,60607,COOK,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-330,7/22/2005,29,2005,216129,200529
5  9   5-354,2161,CHICAGO,60607,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-354,7/29/2005,30,2005,216130,200530
5  9   5-355,2161,CHICAGO,60607,COOK,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-355,7/29/2005,30,2005,216130,200530
5  9   5-356,2161,CHICAGO,60607,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-356,7/29/2005,30,2005,216130,200530
5  9   5-412,2161,CHICAGO,60607,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-412,8/5/2005,31,2005,216131,200531
5  9   5-470,2161,CHICAGO,60607,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-470,8/12/2005,32,2005,216132,200532
5  9   5-471,2161,CHICAGO,60607,COOK,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-471,8/12/2005,32,2005,216132,200532
5  9   5-539,2161,CHICAGO,60607,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-539,8/19/2005,33,2005,216133,200533
5  9   5-540,2161,CHICAGO,60607,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-540,8/19/2005,33,2005,216133,200533
5  9   5-541,2161,CHICAGO,60607,COOK,GRAVID TRAP,50,Male,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-541,8/19/2005,33,2005,216133,200533
5  9   5-542,2161,CHICAGO,60607,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-542,8/19/2005,33,2005,216133,200533
5  9   5-584,2161,CHICAGO,60607,COOK,GRAVID TRAP,16,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-584,8/26/2005,34,2005,216134,200534
5  9   5-648,2161,CHICAGO,60607,COOK,GRAVID TRAP,31,Female,PCRWNV,POSITIVE,1,-87.652159,41.872619,Culex,5-648,9/2/2005,35,2005,216135,200535
5  9   5-650,2161,CHICAGO,60607,COOK,GRAVID TRAP,53,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-650,9/2/2005,35,2005,216135,200535
5  9   5-702,2161,CHICAGO,60607,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-702,9/9/2005,36,2005,216136,200536
5  9   5-703,2161,CHICAGO,60607,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-703,9/9/2005,36,2005,216136,200536
5  9   5-761,2161,CHICAGO,60607,COOK,GRAVID TRAP,52,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-761,9/16/2005,37,2005,216137,200537
5  9   5-809,2161,CHICAGO,60607,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-809,9/23/2005,38,2005,216138,200538
5  9   5-810,2161,CHICAGO,60607,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-87.652159,41.872619,Culex,5-810,9/23/2005,38,2005,216138,200538
5  9   5-595,2201,CHICAGO,60609,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.646466,41.826644,Culex,5-595,8/26/2005,34,2005,220134,200534
5  9   5-823,2201,CHICAGO,60609,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.646466,41.826644,Culex,5-823,9/23/2005,38,2005,220138,200538
5  9   5-573,2132,CHICAGO,60613,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.645881,41.962335,Culex,5-573,8/26/2005,34,2005,213234,200534
5  9   5-637,2132,CHICAGO,60613,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.645881,41.962335,Culex,5-637,9/2/2005,35,2005,213235,200535
5  9   5-756,2132,CHICAGO,60613,COOK,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,-87.645881,41.962335,Culex,5-756,9/16/2005,37,2005,213237,200537
5  9   5-844,2132,CHICAGO,60613,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.645881,41.962335,Culex,5-844,9/30/2005,39,2005,213239,200539
5  9   5-246,2208,CHICAGO,60643,COOK,GRAVID TRAP,11,Female,PCRWNV,POSITIVE,1,-87.644406,41.677419,Culex,5-246,7/22/2005,29,2005,220829,200529
5  9   5-776,2208,CHICAGO,60643,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.644406,41.677419,Culex,5-776,9/16/2005,37,2005,220837,200537
5  9   5-828,2208,CHICAGO,60643,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.644406,41.677419,Culex,5-828,9/23/2005,38,2005,220838,200538
5  9   5-660,2199,CHICAGO,60609,COOK,GRAVID TRAP,3,Female,PCRWNV,POSITIVE,1,-87.643138,41.803308,Culex,5-660,9/2/2005,35,2005,219935,200535
5  9   5-716,2199,CHICAGO,60609,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.643138,41.803308,Culex,5-716,9/9/2005,36,2005,219936,200536
5  9   5-770,2199,CHICAGO,60609,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.643138,41.803308,Culex,5-770,9/16/2005,37,2005,219937,200537
5  9   5-822,2199,CHICAGO,60609,COOK,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,-87.643138,41.803308,Culex,5-822,9/23/2005,38,2005,219938,200538
5  9   5-61,3435,CHICAGO,60614,COOK,GRAVID TRAP,4,Male,PCRWNV,NEGATIVE,0,-87.636225,41.918445,Culex,5-61,6/10/2005,23,2005,343523,200523
5  9   5-62,3435,CHICAGO,60614,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.636225,41.918445,Culex,5-62,6/10/2005,23,2005,343523,200523
5  9   5-63,3435,CHICAGO,60614,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.636225,41.918445,Culex,5-63,6/10/2005,23,2005,343523,200523
5  9   5-64,3435,CHICAGO,60614,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.636225,41.918445,Culex,5-64,6/10/2005,23,2005,343523,200523
5  9   5-435,2212,CHICAGO,60628,COOK,OTHER,2,Female,PCRWNV,NEGATIVE,0,-87.633287,41.663313,Culex,5-435,8/5/2005,31,2005,221231,200531
5  9   5-721,2212,CHICAGO,60628,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.633287,41.663313,Culex,5-721,9/9/2005,36,2005,221236,200536
5  9   5-722,2212,CHICAGO,60628,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.633287,41.663313,Culex,5-722,9/9/2005,36,2005,221236,200536
5  9   5-777,2212,CHICAGO,60628,COOK,OTHER,10,Female,PCRWNV,NEGATIVE,0,-87.633287,41.663313,Culex,5-777,9/16/2005,37,2005,221237,200537
5  9   5-831,2212,CHICAGO,60628,COOK,OTHER,24,Female,PCRWNV,NEGATIVE,0,-87.633287,41.663313,Culex,5-831,9/23/2005,38,2005,221238,200538
5  9   5-863,2212,CHICAGO,60628,COOK,OTHER,7,Female,PCRWNV,NEGATIVE,0,-87.633287,41.663313,Culex,5-863,9/30/2005,39,2005,221239,200539
5  9   5-864,2212,CHICAGO,60628,COOK,OTHER,26,Female,PCRWNV,NEGATIVE,0,-87.633287,41.663313,Culex,5-864,9/30/2005,39,2005,221239,200539
5  9   5-53,2166,CHICAGO,60614,COOK,GRAVID TRAP,2,Male,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-53,6/3/2005,22,2005,216622,200522
5  9   5-65,3436,CHICAGO,60614,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-65,6/10/2005,23,2005,343623,200523
5  9   5-67,3436,CHICAGO,60614,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-67,6/10/2005,23,2005,343623,200523
5  9   5-68,3436,CHICAGO,60614,COOK,GRAVID TRAP,2,Male,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-68,6/10/2005,23,2005,343623,200523
5  9   5-69,3436,CHICAGO,60614,COOK,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-69,6/10/2005,23,2005,343623,200523
5  9   5-171,2166,CHICAGO,60614,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-171,7/8/2005,27,2005,216627,200527
5  9   5-234,2166,CHICAGO,60614,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-234,7/16/2005,28,2005,216628,200528
5  9   5-319,2166,CHICAGO,60614,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-319,7/22/2005,29,2005,216629,200529
5  9   5-414,2166,CHICAGO,60614,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-414,8/5/2005,31,2005,216631,200531
5  9   5-472,2166,CHICAGO,60614,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-472,8/12/2005,32,2005,216632,200532
5  9   5-544,2166,CHICAGO,60614,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-544,8/19/2005,33,2005,216633,200533
5  9   5-585,2166,CHICAGO,60614,COOK,GRAVID TRAP,17,Male,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-585,8/26/2005,34,2005,216634,200534
5  9   5-651,2166,CHICAGO,60614,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-651,9/2/2005,35,2005,216635,200535
5  9   5-760,2166,CHICAGO,60614,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-760,9/16/2005,37,2005,216637,200537
5  9   5-852,2166,CHICAGO,60614,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.631184,41.919589,Culex,5-852,9/30/2005,39,2005,216639,200539
5  9   5-372,2215,CHICAGO,60620,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.628987,41.732439,Culex,5-372,7/29/2005,30,2005,221530,200530
5  9   5-489,2215,CHICAGO,60620,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.628987,41.732439,Culex,5-489,8/12/2005,32,2005,221532,200532
5  9   5-490,2215,CHICAGO,60620,COOK,OTHER,10,Female,PCRWNV,POSITIVE,1,-87.628987,41.732439,Culex,5-490,8/12/2005,32,2005,221532,200532
5  9   5-830,2215,CHICAGO,60620,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.628987,41.732439,Culex,5-830,9/23/2005,38,2005,221538,200538
5  9   5-659,2198,CHICAGO,60609,COOK,GRAVID TRAP,16,Female,PCRWNV,POSITIVE,1,-87.627742,41.821812,Culex,5-659,9/2/2005,35,2005,219835,200535
5  9   5-821,2198,CHICAGO,60609,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.627742,41.821812,Culex,5-821,9/23/2005,38,2005,219838,200538
5  9   5-170,2157,CHICAGO,60601,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-170,7/8/2005,27,2005,215727,200527
5  9   5-233,2157,CHICAGO,60601,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-233,7/16/2005,28,2005,215728,200528
5  9   5-297,2157,CHICAGO,60601,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-297,7/22/2005,29,2005,215729,200529
5  9   5-321,2157,CHICAGO,60601,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-321,7/22/2005,29,2005,215729,200529
5  9   5-322,2157,CHICAGO,60601,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-322,7/22/2005,29,2005,215729,200529
5  9   5-357,2169,CHICAGO,60601,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-357,7/29/2005,30,2005,216930,200530
5  9   5-411,2157,CHICAGO,60601,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-411,8/5/2005,31,2005,215731,200531
5  9   5-469,2157,CHICAGO,60601,COOK,GRAVID TRAP,23,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-469,8/12/2005,32,2005,215732,200532
5  9   5-538,2157,CHICAGO,60601,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-538,8/19/2005,33,2005,215733,200533
5  9   5-581,2157,CHICAGO,60601,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-581,8/26/2005,34,2005,215734,200534
5  9   5-582,2157,CHICAGO,60601,COOK,GRAVID TRAP,50,Male,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-582,8/26/2005,34,2005,215734,200534
5  9   5-583,2157,CHICAGO,60601,COOK,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-583,8/26/2005,34,2005,215734,200534
5  9   5-586,2169,CHICAGO,60601,COOK,OTHER,10,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-586,8/26/2005,34,2005,216934,200534
5  9   5-701,2157,CHICAGO,60601,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.620063,41.88447,Culex,5-701,9/9/2005,36,2005,215736,200536
5  91  0510WCHD1,1273,CRETE,60417,WILL,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD1,5/31/2005,22,2005,127322,200522
5  91  0510WCHD2,1273,CRETE,60417,WILL,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD2,6/2/2005,22,2005,127322,200522
5  91  0510WCHD4,1273,CRETE,60417,WILL,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD4,6/6/2005,23,2005,127323,200523
5  91  0510WCHD5,1273,CRETE,60417,WILL,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD5,6/7/2005,23,2005,127323,200523
5  91  0510WCHD6,1273,CRETE,60417,WILL,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD6,6/8/2005,23,2005,127323,200523
5  91  0510WCHD7,1273,CRETE,60417,WILL,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD7,6/9/2005,23,2005,127323,200523
5  91  0510WCHD8,1273,CRETE,60417,WILL,GRAVID TRAP,37,Female,VECWNV,POSITIVE,1,-87.616806,41.43359,Culex,0510WCHD8,6/10/2005,23,2005,127323,200523
5  91  0510WCHD9,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD9,6/13/2005,24,2005,127324,200524
5  91  0510WCHD10,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD10,6/14/2005,24,2005,127324,200524
5  91  0510WCHD11,1273,CRETE,60417,WILL,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD11,6/15/2005,24,2005,127324,200524
5  91  0510WCHD12,1273,CRETE,60417,WILL,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD12,6/16/2005,24,2005,127324,200524
5  91  0510WCHD13,1273,CRETE,60417,WILL,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD13,6/17/2005,24,2005,127324,200524
5  91  0510WCHD14,1273,CRETE,60417,WILL,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD14,6/20/2005,25,2005,127325,200525
5  91  0510WCHD15,1273,CRETE,60417,WILL,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD15,6/21/2005,25,2005,127325,200525
5  91  051WCHD16,1273,CRETE,60417,WILL,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,051WCHD16,6/22/2005,25,2005,127325,200525
5  91  0510WCHD17,1273,CRETE,60417,WILL,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD17,6/23/2005,25,2005,127325,200525
5  91  0510WCHD18,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD18,6/27/2005,26,2005,127326,200526
5  91  0510WCHD19,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD19,6/28/2005,26,2005,127326,200526
5  91  0510WCHD20,1273,CRETE,60417,WILL,GRAVID TRAP,39,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD20,6/29/2005,26,2005,127326,200526
5  91  0510WCHD21,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD21,6/30/2005,26,2005,127326,200526
5  91  0510WCHD22,1273,CRETE,60417,WILL,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD22,7/1/2005,26,2005,127326,200526
5  91  0510WCHD23,1273,CRETE,60417,WILL,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD23,7/5/2005,27,2005,127327,200527
5  91  0510WCHD24,1273,CRETE,60417,WILL,GRAVID TRAP,23,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD24,7/7/2005,27,2005,127327,200527
5  91  0510WCHD25,1273,CRETE,60417,WILL,GRAVID TRAP,36,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD25,7/11/2005,28,2005,127328,200528
5  91  0510WCHD26,1273,CRETE,60417,WILL,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD26,7/13/2005,28,2005,127328,200528
5  91  0510WCHD27,1273,CRETE,60417,WILL,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD27,7/15/2005,28,2005,127328,200528
5  91  0510WCHD28,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD28,7/18/2005,29,2005,127329,200529
5  91  0510WCHD29,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD29,7/20/2005,29,2005,127329,200529
5  91  0510WCHD30,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD30,7/22/2005,29,2005,127329,200529
5  91  0510WCHD31,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD31,7/27/2005,30,2005,127330,200530
5  91  0510WCHD32,1273,CRETE,60417,WILL,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD32,7/27/2005,30,2005,127330,200530
5  91  0510WCHD33,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD33,7/29/2005,30,2005,127330,200530
5  91  0510WCHD34,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD34,8/1/2005,31,2005,127331,200531
5  91  0510WCHD35,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD35,8/3/2005,31,2005,127331,200531
5  91  0510WCHD36,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD36,8/5/2005,31,2005,127331,200531
5  91  0510WCHD37,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD37,8/10/2005,32,2005,127332,200532
5  91  0510WCHD38,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD38,8/12/2005,32,2005,127332,200532
5  91  0510WCHD39,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD39,8/16/2005,33,2005,127333,200533
5  91  0510WCHD40,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD40,8/18/2005,33,2005,127333,200533
5  91  0510WCHD41,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD41,8/24/2005,34,2005,127334,200534
5  91  0510WCHD42,1273,CRETE,60417,WILL,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD42,8/26/2005,34,2005,127334,200534
5  91  0510WCHD43,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.616806,41.43359,Culex,0510WCHD43,8/31/2005,35,2005,127335,200535
5  91  0510WCHD44,1273,CRETE,60417,WILL,GRAVID TRAP,20,Female,VECWNV,POSITIVE,1,-87.616806,41.43359,Culex,0510WCHD44,9/2/2005,35,2005,127335,200535
5  91  0510WCHD45,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD45,9/7/2005,36,2005,127336,200536
5  91  0510WCHD46,1273,CRETE,60417,WILL,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD46,9/16/2005,37,2005,127337,200537
5  91  0510WCHD47,1273,CRETE,60417,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD47,9/16/2005,37,2005,127337,200537
5  91  0510WCHD48,1273,CRETE,60417,WILL,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD48,9/21/2005,38,2005,127338,200538
5  91  0510WCHD49,1273,CRETE,60417,WILL,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-87.616806,41.43359,Culex,0510WCHD49,9/23/2005,38,2005,127338,200538
