TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_Trap2,LL_Source,LOGITUDE,LATITUDE,LL_Source0,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,U_id2,Numtests
Y12P17494,213316,WILL COUNTY HEALTH DEPT,WCHD17,425 TROUT FARM ROAD,BOLINGBROOK,60440,425 TROUT FARM ROAD_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,45,Female,RAMP WNV,POSITIVE,1,21-Aug-12,Culex,SPP,UTR0739,IDPH,-88.083411,41.700193,IDPH,1217WCHD28,20-Aug-12,34,UTR0739 1217WCHD28,1
Y12P17684,213476,WILL COUNTY HEALTH DEPT,WCHD17,425 TROUT FARM ROAD,BOLINGBROOK,60440,425 TROUT FARM ROAD_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,23-Aug-12,Culex,SPP,UTR0739,IDPH,-88.083411,41.700193,IDPH,1217WCHD29,22-Aug-12,34,UTR0739 1217WCHD29,1
Y12P17500,213322,WILL COUNTY HEALTH DEPT,WCHD24,8122 W SAUK TRAIL ROAD,FRANKFORT,60423,8122 W SAUK TRAIL ROAD_FRANKFORT_60423,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,21-Aug-12,Culex,SPP,UTR0687,IDPH,-87.81483,41.488883,IDPH,1224WCHD31,20-Aug-12,34,UTR0687 1224WCHD31,1
Y12P17689,213481,WILL COUNTY HEALTH DEPT,WCHD24,8122 W SAUK TRAIL ROAD,FRANKFORT,60423,8122 W SAUK TRAIL ROAD_FRANKFORT_60423,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,POSITIVE,1,23-Aug-12,Culex,SPP,UTR0687,IDPH,-87.81483,41.488883,IDPH,1224WCHD32,22-Aug-12,34,UTR0687 1224WCHD32,1
Y12P17831,213586,WILL COUNTY HEALTH DEPT,WCHD24,8122 W SAUK TRAIL ROAD,FRANKFORT,60423,8122 W SAUK TRAIL ROAD_FRANKFORT_60423,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,40,Female,RAMP WNV,POSITIVE,1,24-Aug-12,Culex,SPP,UTR0687,IDPH,-87.81483,41.488883,IDPH,1224WCHD33,24-Aug-12,34,UTR0687 1224WCHD33,1
Y12P17499,213321,WILL COUNTY HEALTH DEPT,WCHD27,44 TOWN CENTER,PARK FOREST,60466,44 TOWN CENTER_PARK FOREST_60466,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,21-Aug-12,Culex,SPP,UTR0675,IDPH,-87.68861,41.44869,IDPH,1227WCHD16,20-Aug-12,34,UTR0675 1227WCHD16,1
Y12P17495,213317,WILL COUNTY HEALTH DEPT,WCHD29,"2601 LOCKPORT STREET PLAINFIELD, IL 60544",PLAINFIELD,60544,"2601 LOCKPORT STREET PLAINFIELD, IL 60544_PLAINFIELD_60544",WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,POSITIVE,1,21-Aug-12,Culex,SPP,UTR0703,IDPH,-88.21238,41.6075,IDPH,1229WCHD27,20-Aug-12,34,UTR0703 1229WCHD27,1
Y12P17685,213477,WILL COUNTY HEALTH DEPT,WCHD29,"2601 LOCKPORT STREET PLAINFIELD, IL 60544",PLAINFIELD,60544,"2601 LOCKPORT STREET PLAINFIELD, IL 60544_PLAINFIELD_60544",WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,23-Aug-12,Culex,SPP,UTR0703,IDPH,-88.21238,41.6075,IDPH,1229WCHD28,22-Aug-12,34,UTR0703 1229WCHD28,1
Y12P17502,213324,WILL COUNTY HEALTH DEPT,WCHD3,339 W. HAVEN,NEW LENOX,60451,339 W. HAVEN_NEW LENOX_60451,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,15,Female,RAMP WNV,POSITIVE,1,21-Aug-12,Culex,SPP,UTR0652,IDPH,-87.58277,41.30723,IDPH,1203WCHD29,20-Aug-12,34,UTR0652 1203WCHD29,1
Y12P17691,213483,WILL COUNTY HEALTH DEPT,WCHD3,339 W. HAVEN,NEW LENOX,60451,339 W. HAVEN_NEW LENOX_60451,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,23-Aug-12,Culex,SPP,UTR0652,IDPH,-87.58277,41.30723,IDPH,1203WCHD30,22-Aug-12,34,UTR0652 1203WCHD30,1
Y12P17828,213583,WILL COUNTY HEALTH DEPT,WCHD3,339 W. HAVEN,NEW LENOX,60451,339 W. HAVEN_NEW LENOX_60451,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,POSITIVE,1,24-Aug-12,Culex,SPP,UTR0652,IDPH,-87.58277,41.30723,IDPH,1203WCHD31,24-Aug-12,34,UTR0652 1203WCHD31,1
Y12P17496,213318,WILL COUNTY HEALTH DEPT,WCHD31,RT. 59,JOLIET,60431,RT. 59_JOLIET_60431,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,21-Aug-12,Culex,SPP,UTR0691,IDPH,-88.1991,41.50903,IDPH,1231WCHD26,20-Aug-12,34,UTR0691 1231WCHD26,1
Y12P17686,213478,WILL COUNTY HEALTH DEPT,WCHD31,RT. 59,JOLIET,60431,RT. 59_JOLIET_60431,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,POSITIVE,1,23-Aug-12,Culex,SPP,UTR0691,IDPH,-88.1991,41.50903,IDPH,1231WCHD27,22-Aug-12,34,UTR0691 1231WCHD27,1
Y12P17493,213315,WILL COUNTY HEALTH DEPT,WCHD6,301 RECREATION DR.,BOLINGBROOK,60440,301 RECREATION DR._BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,21-Aug-12,Culex,SPP,UTR0670,IDPH,-88.03497,41.4189,IDPH,1206WCHD28,20-Aug-12,34,UTR0670 1206WCHD28,1
Y12P17683,213475,WILL COUNTY HEALTH DEPT,WCHD6,301 RECREATION DR.,BOLINGBROOK,60440,301 RECREATION DR._BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,23-Aug-12,Culex,SPP,UTR0670,IDPH,-88.03497,41.4189,IDPH,1206WCHD29,22-Aug-12,34,UTR0670 1206WCHD29,1
Y12P18840,214140,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WDWN04,Dale Ave. and S. Neltnor Blvd.,WEST CHICAGO,60185,Dale Ave. and S. Neltnor Blvd._WEST CHICAGO_60185,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,20-Aug-12,Culex,SP,UTR0860,GISSA,-88.19498,41.86749,IDPH,145,20-Aug-12,34,UTR0860 145,1
Y12P18071,213746,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1155,19-Aug-12,34,UTR0856 dv1155,2
Y12P18073,213747,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1156,19-Aug-12,34,UTR0856 dv1156,2
Y12P18075,213748,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1157,19-Aug-12,34,UTR0856 dv1157,2
Y12P18077,213749,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,7,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1158,19-Aug-12,34,UTR0856 dv1158,2
Y12P19320,214603,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1181,20-Aug-12,34,UTR0856 dv1181,2
Y12P19330,214608,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1186,21-Aug-12,34,UTR0856 dv1186,2
Y12P19340,214613,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1191,21-Aug-12,34,UTR0856 dv1191,2
Y12P19360,214623,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1201,22-Aug-12,34,UTR0856 dv1201,2
Y12P19362,214624,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1202,22-Aug-12,34,UTR0856 dv1202,2
Y12P19364,214625,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1203,22-Aug-12,34,UTR0856 dv1203,2
Y12P19366,214626,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1204,22-Aug-12,34,UTR0856 dv1204,2
Y12P19418,214652,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,11-Sep-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1230,23-Aug-12,34,UTR0856 dv1230,2
Y12P19420,214653,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,11-Sep-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1231,23-Aug-12,34,UTR0856 dv1231,2
Y12P19422,214654,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,11-Sep-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1232,23-Aug-12,34,UTR0856 dv1232,2
Y12P19424,214655,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,11-Sep-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv1233,23-Aug-12,34,UTR0856 dv1233,2
Y12P18948,214201,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,POSITIVE,1,22-Aug-12,Culex,PIPIENS/RESTUANS,UTR0740,GISSA,-88.07615,41.70222,IDPH,607,21-Aug-12,34,UTR0740 607,1
Y12P18949,214202,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,22-Aug-12,Culex,PIPIENS/RESTUANS,UTR0740,GISSA,-88.07615,41.70222,IDPH,608,21-Aug-12,34,UTR0740 608,1
Y12P20529,215693,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,POSITIVE,1,27-Aug-12,Culex,PIPIENS/RESTUANS,UTR0740,GISSA,-88.07615,41.70222,IDPH,642,23-Aug-12,34,UTR0740 642,1
Y12P19848,214905,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WLWN04,NEAR THE INTERSECTION OF HAWTHORNE LN. AND MACQUEEN DRIVE,WEST CHICAGO,60185,NEAR THE INTERSECTION OF HAWTHORNE LN. AND MACQUEEN DRIVE_WEST CHICAGO_60185,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,24-Aug-12,Culex,SP,UTR0916,IDPH,-88.179667,41.943007,IDPH,155,24-Aug-12,34,UTR0916 155,1
Y12P25172,220258,KANE COUNTY HEALTH DEPT,WNV-2012-001,121 RIVER STREET,AURORA,60506,121 RIVER STREET_AURORA_60506,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,24-Aug-12,Culex,SP,UTR0778,GISSA,-88.319879,41.756858,IDPH,201200120,23-Aug-12,34,UTR0778 201200120,1
Y12P17661,213459,KANE COUNTY HEALTH DEPT,WNV-2012-002,1635 SHEFFER ROAD,AURORA,60505,1635 SHEFFER ROAD_AURORA_60505,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,233,Female,RAMP WNV,NEGATIVE,0,22-Aug-12,Culex,SP,UTR0800,IDPH,-88.276448,41.777742,IDPH,201200220,20-Aug-12,34,UTR0800 201200220,1
Y12P17662,213460,KANE COUNTY HEALTH DEPT,WNV-2012-003,47W984 US ROUTE 30,BIG ROCK,60511,47W984 US ROUTE 30_BIG ROCK_60511,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,28,Female,RAMP WNV,NEGATIVE,0,22-Aug-12,Culex,SP,UTR0780,IDPH,-88.54762,41.75806,IDPH,201200320,20-Aug-12,34,UTR0780 201200320,1
Y12P25173,220259,KANE COUNTY HEALTH DEPT,WNV-2012-003,47W984 US ROUTE 30,BIG ROCK,60511,47W984 US ROUTE 30_BIG ROCK_60511,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,24-Aug-12,Culex,SP,UTR0780,IDPH,-88.54762,41.75806,IDPH,201200321,23-Aug-12,34,UTR0780 201200321,1
Y12P25174,220260,KANE COUNTY HEALTH DEPT,WNV-2012-004,WILSON ROAD & KIRK ROAD,BATAVIA,60510,WILSON ROAD & KIRK ROAD_BATAVIA_60510,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,54,Female,RAMP WNV,POSITIVE,1,24-Aug-12,Culex,SP,UTR0850,IDPH,-88.31347,41.8472,IDPH,201200410,23-Aug-12,34,UTR0850 201200410,1
Y12P17663,213461,KANE COUNTY HEALTH DEPT,WNV-2012-006,500 FILMORE,ELBURN,60119,500 FILMORE_ELBURN_60119,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,22-Aug-12,Culex,SP,UTR0877,IDPH,-88.473732,41.887657,IDPH,201200617,20-Aug-12,34,UTR0877 201200617,1
Y12P25175,220261,KANE COUNTY HEALTH DEPT,WNV-2012-006,500 FILMORE,ELBURN,60119,500 FILMORE_ELBURN_60119,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,24-Aug-12,Culex,SP,UTR0877,IDPH,-88.473732,41.887657,IDPH,201200618,23-Aug-12,34,UTR0877 201200618,1
Y12P17664,213462,KANE COUNTY HEALTH DEPT,WNV-2012-007,RAYMOND ROAD,GILBERTS,60136,RAYMOND ROAD_GILBERTS_60136,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,157,Female,RAMP WNV,NEGATIVE,0,22-Aug-12,Culex,SP,UTR1031,IDPH,-88.36893,42.09584,IDPH,201200718,20-Aug-12,34,UTR1031 201200718,1
Y12P25176,220262,KANE COUNTY HEALTH DEPT,WNV-2012-007,RAYMOND ROAD,GILBERTS,60136,RAYMOND ROAD_GILBERTS_60136,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,40,Female,RAMP WNV,POSITIVE,1,24-Aug-12,Culex,SP,UTR1031,IDPH,-88.36893,42.09584,IDPH,201200719,23-Aug-12,34,UTR1031 201200719,1
Y12P17665,213463,KANE COUNTY HEALTH DEPT,WNV-2012-008,37W271 WELD ROAD,ELGIN,60124,37W271 WELD ROAD_ELGIN_60124,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,166,Female,RAMP WNV,POSITIVE,1,22-Aug-12,Culex,SP,UTR0996,IDPH,-88.344537,42.033928,IDPH,201200821,20-Aug-12,34,UTR0996 201200821,1
Y12P25177,220263,KANE COUNTY HEALTH DEPT,WNV-2012-008,37W271 WELD ROAD,ELGIN,60124,37W271 WELD ROAD_ELGIN_60124,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,108,Female,RAMP WNV,POSITIVE,1,24-Aug-12,Culex,SP,UTR0996,IDPH,-88.344537,42.033928,IDPH,201200822,23-Aug-12,34,UTR0996 201200822,1
Y12P17666,213464,KANE COUNTY HEALTH DEPT,WNV-2012-009,BURLINGTON COMMUNITY PARK,BURLINGTON,60109,BURLINGTON COMMUNITY PARK_BURLINGTON_60109,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,83,Female,RAMP WNV,NEGATIVE,0,22-Aug-12,Culex,SP,UTR1009,IDPH,-88.54564,42.05085,IDPH,201200918,20-Aug-12,34,UTR1009 201200918,1
Y12P25178,220264,KANE COUNTY HEALTH DEPT,WNV-2012-009,BURLINGTON COMMUNITY PARK,BURLINGTON,60109,BURLINGTON COMMUNITY PARK_BURLINGTON_60109,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,94,Female,RAMP WNV,NEGATIVE,0,24-Aug-12,Culex,SP,UTR1009,IDPH,-88.54564,42.05085,IDPH,201200919,23-Aug-12,34,UTR1009 201200919,1
Y12P17667,213465,KANE COUNTY HEALTH DEPT,WNV-2012-010,1200 L W BESINGER WAY,CARPENTERSVILLE,60110,1200 L W BESINGER WAY_CARPENTERSVILLE_60110,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,89,Female,RAMP WNV,POSITIVE,1,22-Aug-12,Culex,SP,UTR1043,IDPH,-88.264554,42.116916,IDPH,201201017,20-Aug-12,34,UTR1043 201201017,1
Y12P25179,220265,KANE COUNTY HEALTH DEPT,WNV-2012-010,1200 L W BESINGER WAY,CARPENTERSVILLE,60110,1200 L W BESINGER WAY_CARPENTERSVILLE_60110,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,157,Female,RAMP WNV,POSITIVE,1,24-Aug-12,Culex,SP,UTR1043,IDPH,-88.264554,42.116916,IDPH,201201018,23-Aug-12,34,UTR1043 201201018,1
Y12P18049,213735,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv1144,19-Aug-12,34,UTR0771 dv1144,2
Y12P18051,213736,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv1145,19-Aug-12,34,UTR0771 dv1145,2
Y12P19350,214618,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv1196,22-Aug-12,34,UTR0771 dv1196,2
Y12P19398,214642,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,29-Aug-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv1220,23-Aug-12,34,UTR0771 dv1220,2
Y12P19400,214643,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,11-Sep-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv1221,23-Aug-12,34,UTR0771 dv1221,2
Y12P20131,215103,COOK COUNTY HEALTH DEPT,1,177TH & 62 AVENUE,TINLEY PARK,60477,177TH & 62 AVENUE_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,33,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR0700,GISSA,-87.76966,41.5698,IDPH,991,27-Aug-12,35,UTR0700 991,1
Y12P20145,215117,COOK COUNTY HEALTH DEPT,1,177TH & 62 AVENUE,TINLEY PARK,60477,177TH & 62 AVENUE_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,2,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0700,GISSA,-87.76966,41.5698,IDPH,1005,29-Aug-12,35,UTR0700 1005,1
Y12P20182,215154,COOK COUNTY HEALTH DEPT,1,177TH & 62 AVENUE,TINLEY PARK,60477,177TH & 62 AVENUE_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,28,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0700,GISSA,-87.76966,41.5698,IDPH,1037,31-Aug-12,35,UTR0700 1037,1
Y12P19598,214749,Reed Township MAD,4,786 E SMITH ROAD,BRACEVILLE,60407,786 E SMITH ROAD_BRACEVILLE_60407,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,30-Aug-12,Culex,PIPIENS/RESTUANS,UTR0634,IDPH,-88.236633,41.23115,IDPH,RT067,29-Aug-12,35,UTR0634 RT067,1
Y12P19200,214532,MCHENRY COUNTY HEALTH DEPT,5,4811 W Orchard Drive,MCCULLOM LAKE,60050,4811 W Orchard Drive_MCCULLOM LAKE_60050,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR1082,IDPH,-88.371783,42.244883,IDPH,203,27-Aug-12,35,UTR1082 203,1
Y12P19602,214751,Reed Township MAD,5,1150 N.DIVISON,BRAIDWOOD,60408,1150 N.DIVISON_BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,30-Aug-12,Culex,PIPIENS/RESTUANS,UTR0644,IDPH,-88.227583,41.2845,IDPH,RT069,29-Aug-12,35,UTR0644 RT069,1
Y12P19672,214799,MCHENRY COUNTY HEALTH DEPT,5,4811 W Orchard Drive,MCCULLOM LAKE,60050,4811 W Orchard Drive_MCCULLOM LAKE_60050,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR1082,IDPH,-88.371783,42.244883,IDPH,211,29-Aug-12,35,UTR1082 211,1
Y12P21749,217030,Reed Township MAD,5,1150 N.DIVISON,BRAIDWOOD,60408,1150 N.DIVISON_BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,31-Aug-12,Culex,PIPIENS/RESTUANS,UTR0644,IDPH,-88.227583,41.2845,IDPH,RTO74A,31-Aug-12,35,UTR0644 RTO74A,1
Y12P20152,215124,MCHENRY COUNTY HEALTH DEPT,5,4811 W Orchard Drive,MCCULLOM LAKE,60050,4811 W Orchard Drive_MCCULLOM LAKE_60050,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR1082,IDPH,-88.371783,42.244883,IDPH,212,31-Aug-12,35,UTR1082 212,1
Y12P20121,215093,COOK COUNTY HEALTH DEPT,6,LOMBARD & OGDEN AVENUE,CICERO,60804,LOMBARD & OGDEN AVENUE_CICERO_60804,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0841,GISSA,-87.77808,41.8323,IDPH,981,27-Aug-12,35,UTR0841 981,1
