OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,LL_Source,LOGITUDE,LATITUDE,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,NUMTESTS,UniqueID
237701,CHICAGO HEALTH DEPT,T013,6100 W FULLERTON,CHICAGO,60639,6100 W FULLERTON_CHICAGO_60639,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.7782,41.923864,37302,28-Aug-13,35,1,T013_37302
237703,CHICAGO HEALTH DEPT,T017,600 W MONTROSE DR,CHICAGO,60613,600 W MONTROSE DR_CHICAGO_60613,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.646889,41.961944,37329,27-Aug-13,35,1,T017_37329
237704,CHICAGO HEALTH DEPT,T018,1200 W GREENLEAF AVE,CHICAGO,60626,1200 W GREENLEAF AVE_CHICAGO_60626,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.660537,42.010464,37292,27-Aug-13,35,1,T018_37292
237705,CHICAGO HEALTH DEPT,T027,5800 N PULASKI,CHICAGO,60646,5800 N PULASKI_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.728573,41.98586,37293,28-Aug-13,35,1,T027_37293
237706,CHICAGO HEALTH DEPT,T027,5800 N PULASKI,CHICAGO,60646,5800 N PULASKI_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.728573,41.98586,37294,28-Aug-13,35,1,T027_37294
237708,CHICAGO HEALTH DEPT,T028,5800 N WESTERN,CHICAGO,60659,5800 N WESTERN_CHICAGO_60659,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.689616,41.986853,37296,28-Aug-13,35,1,T028_37296
237709,CHICAGO HEALTH DEPT,T028,5800 N WESTERN,CHICAGO,60659,5800 N WESTERN_CHICAGO_60659,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,GISSA,-87.689616,41.986853,37297,28-Aug-13,35,1,T028_37297
237710,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.715918,41.881551,37304,27-Aug-13,35,1,T030_37304
237714,CHICAGO HEALTH DEPT,T035,3035 S HOYNE AVE,CHICAGO,60626,3035 S HOYNE AVE_CHICAGO_60626,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,IDPH,-87.68,41.84,37307,27-Aug-13,35,1,T035_37307
237715,CHICAGO HEALTH DEPT,T035,3035 S HOYNE AVE,CHICAGO,60626,3035 S HOYNE AVE_CHICAGO_60626,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.68,41.84,37308,27-Aug-13,35,1,T035_37308
237718,CHICAGO HEALTH DEPT,T043,300 W 18TH ST,CHICAGO,60616,300 W 18TH ST_CHICAGO_60616,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,GISSA,-87.634511,41.857772,37318,27-Aug-13,35,1,T043_37318
237717,CHICAGO HEALTH DEPT,T043,300 W 18TH ST,CHICAGO,60616,300 W 18TH ST_CHICAGO_60616,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.634511,41.857772,37317,28-Aug-13,35,1,T043_37317
237719,CHICAGO HEALTH DEPT,T046,2500 W GRAND AVE,CHICAGO,60612,2500 W GRAND AVE_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.689162,41.891419,37319,27-Aug-13,35,1,T046_37319
237721,CHICAGO HEALTH DEPT,T047,1100 S CALIFORNIA,CHICAGO,60612,1100 S CALIFORNIA_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.696013,41.868266,37321,27-Aug-13,35,1,T047_37321
237720,CHICAGO HEALTH DEPT,T047,1100 S CALIFORNIA,CHICAGO,60612,1100 S CALIFORNIA_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.696013,41.868266,37320,28-Aug-13,35,1,T047_37320
237722,CHICAGO HEALTH DEPT,T048,700 S MILLER,CHICAGO,60607,700 S MILLER_CHICAGO_60607,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.652364,41.87219,37322,27-Aug-13,35,1,T048_37322
237723,CHICAGO HEALTH DEPT,T049,1100 W CHICAGO,CHICAGO,60622,1100 W CHICAGO_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.68072,41.90257,37323,27-Aug-13,35,1,T049_37323
237724,CHICAGO HEALTH DEPT,T054A,2200 NORTH CANNON DRIVE,CHICAGO,60614,2200 NORTH CANNON DRIVE_CHICAGO_60614,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,IDPH,-87.631291,41.919824,37324,27-Aug-13,35,1,T054A_37324
237726,CHICAGO HEALTH DEPT,T054B,2001 NORTH CLARK STREET,CHICAGO,60614,2001 NORTH CLARK STREET_CHICAGO_60614,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.636004,41.918459,37326,27-Aug-13,35,1,T054B_37326
237725,CHICAGO HEALTH DEPT,T054B,2001 NORTH CLARK STREET,CHICAGO,60614,2001 NORTH CLARK STREET_CHICAGO_60614,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,IDPH,-87.636004,41.918459,37325,28-Aug-13,35,1,T054B_37325
237727,CHICAGO HEALTH DEPT,T054C,2150 N CANNON DR,CHICAGO,60666,2150 N CANNON DR_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.6309,41.919,37327,27-Aug-13,35,1,T054C_37327
237728,CHICAGO HEALTH DEPT,T062,3535 W 51st,CHICAGO,60632,3535 W 51st_CHICAGO_60632,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.712058,41.800637,37334,28-Aug-13,35,1,T062_37334
237730,CHICAGO HEALTH DEPT,T063,3700 W Pulaski,CHICAGO,60623,3700 W Pulaski_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.71712,41.85306,37336,27-Aug-13,35,1,T063_37336
237729,CHICAGO HEALTH DEPT,T063,3700 W Pulaski,CHICAGO,60623,3700 W Pulaski_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.71712,41.85306,37335,28-Aug-13,35,1,T063_37335
237731,CHICAGO HEALTH DEPT,T065,5200 W 63rd,CHICAGO,60638,5200 W 63rd_CHICAGO_60638,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.752311,41.777433,37337,27-Aug-13,35,1,T065_37337
237733,CHICAGO HEALTH DEPT,T066,6700 S KEDZIE AVE,CHICAGO,60629,6700 S KEDZIE AVE_CHICAGO_60629,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.703063,41.771622,37339,27-Aug-13,35,1,T066_37339
237732,CHICAGO HEALTH DEPT,T066,6700 S KEDZIE AVE,CHICAGO,60629,6700 S KEDZIE AVE_CHICAGO_60629,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.703063,41.771622,37338,28-Aug-13,35,1,T066_37338
237734,CHICAGO HEALTH DEPT,T068,8100 S ASHLAND AVE,CHICAGO,60620,8100 S ASHLAND AVE_CHICAGO_60620,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.663412,41.746644,37347,27-Aug-13,35,1,T068_37347
237735,CHICAGO HEALTH DEPT,T069,2200 W 69TH ST,CHICAGO,60636,2200 W 69TH ST_CHICAGO_60636,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,GISSA,-87.677906,41.768434,37340,27-Aug-13,35,1,T069_37340
237736,CHICAGO HEALTH DEPT,T073,1030 E 67TH ST,CHICAGO,60637,1030 E 67TH ST_CHICAGO_60637,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.60015,41.773251,37348,27-Aug-13,35,1,T073_37348
237738,CHICAGO HEALTH DEPT,T074,3901 S ASHLAND AVE,CHICAGO,60609,3901 S ASHLAND AVE_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.66,41.82,37350,27-Aug-13,35,1,T074_37350
237737,CHICAGO HEALTH DEPT,T074,3901 S ASHLAND AVE,CHICAGO,60609,3901 S ASHLAND AVE_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,IDPH,-87.66,41.82,37349,28-Aug-13,35,1,T074_37349
237739,CHICAGO HEALTH DEPT,T077,6400 S STONY ISLAND AVE,CHICAGO,60637,6400 S STONY ISLAND AVE_CHICAGO_60637,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.586491,41.778706,37351,27-Aug-13,35,1,T077_37351
237740,CHICAGO HEALTH DEPT,T079,7100 SOUTH SHORE DR,CHICAGO,60649,7100 SOUTH SHORE DR_CHICAGO_60649,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.562836,41.766239,37352,28-Aug-13,35,1,T079_37352
237741,CHICAGO HEALTH DEPT,T080,7700 S VERNON AVE,CHICAGO,60619,7700 S VERNON AVE_CHICAGO_60619,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.613863,41.754735,37356,27-Aug-13,35,1,T080_37356
237742,CHICAGO HEALTH DEPT,T082,5001 S UNION,CHICAGO,60609,5001 S UNION_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.642876,41.803404,37353,27-Aug-13,35,1,T082_37353
237743,CHICAGO HEALTH DEPT,T083,8000 S SOUTH CHICAGO,CHICAGO,60617,8000 S SOUTH CHICAGO_CHICAGO_60617,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.58285,41.749477,37354,27-Aug-13,35,1,T083_37354
237744,CHICAGO HEALTH DEPT,T089,10400 S VINCENNES,CHICAGO,60643,10400 S VINCENNES_CHICAGO_60643,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.656797,41.70494,37257,28-Aug-13,35,1,T089_37257
237746,CHICAGO HEALTH DEPT,T090,11900 S ASHLAND,CHICAGO,60643,11900 S ASHLAND_CHICAGO_60643,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.66417,41.69978,37259,27-Aug-13,35,1,T090_37259
237750,CHICAGO HEALTH DEPT,T090,11900 S ASHLAND,CHICAGO,60643,11900 S ASHLAND_CHICAGO_60643,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.66417,41.69978,37263,27-Aug-13,35,1,T090_37263
237747,CHICAGO HEALTH DEPT,T090,11900 S ASHLAND,CHICAGO,60643,11900 S ASHLAND_CHICAGO_60643,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.66417,41.69978,37260,28-Aug-13,35,1,T090_37260
237748,CHICAGO HEALTH DEPT,T090,11900 S ASHLAND,CHICAGO,60643,11900 S ASHLAND_CHICAGO_60643,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.66417,41.69978,37261,28-Aug-13,35,1,T090_37261
237749,CHICAGO HEALTH DEPT,T090,11900 S ASHLAND,CHICAGO,60643,11900 S ASHLAND_CHICAGO_60643,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.66417,41.69978,37262,28-Aug-13,35,1,T090_37262
237752,CHICAGO HEALTH DEPT,T094,1700 W 95TH ST,CHICAGO,60643,1700 W 95TH ST_CHICAGO_60643,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.664748,41.721295,37265,28-Aug-13,35,1,T094_37265
237754,CHICAGO HEALTH DEPT,T099,8900 E MUSKEGON,CHICAGO,60617,8900 E MUSKEGON_CHICAGO_60617,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,IDPH,-87.55688,41.72638,37275,28-Aug-13,35,1,T099_37275
237755,CHICAGO HEALTH DEPT,T102,10900 S COTTAGE GROVE,CHICAGO,60628,10900 S COTTAGE GROVE_CHICAGO_60628,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.609127,41.69631,37278,27-Aug-13,35,1,T102_37278
237757,CHICAGO HEALTH DEPT,T115,12701 S DOTY AVE,CHICAGO,60633,12701 S DOTY AVE_CHICAGO_60633,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.590336,41.662415,37279,27-Aug-13,35,1,T115_37279
237758,CHICAGO HEALTH DEPT,T115,12701 S DOTY AVE,CHICAGO,60633,12701 S DOTY AVE_CHICAGO_60633,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.590336,41.662415,37280,27-Aug-13,35,1,T115_37280
237759,CHICAGO HEALTH DEPT,T128,2400 E 105TH,CHICAGO,60617,2400 E 105TH_CHICAGO_60617,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.565633,41.704644,37289,27-Aug-13,35,1,T128_37289
237760,CHICAGO HEALTH DEPT,T128,2400 E 105TH,CHICAGO,60617,2400 E 105TH_CHICAGO_60617,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,39,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.565633,41.704644,37290,28-Aug-13,35,1,T128_37290
237762,CHICAGO HEALTH DEPT,T135,429 W 127TH ST,CHICAGO,60628,429 W 127TH ST_CHICAGO_60628,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.632942,41.663246,37267,28-Aug-13,35,1,T135_37267
237764,CHICAGO HEALTH DEPT,T138,10100 S STONEY ISLAND,CHICAGO,60617,10100 S STONEY ISLAND_CHICAGO_60617,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.55688,41.72638,37283,27-Aug-13,35,1,T138_37283
237763,CHICAGO HEALTH DEPT,T138,10100 S STONEY ISLAND,CHICAGO,60617,10100 S STONEY ISLAND_CHICAGO_60617,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.55688,41.72638,37282,28-Aug-13,35,1,T138_37282
237765,CHICAGO HEALTH DEPT,T147,2800 N FRANCISCO AVE,CHICAGO,60618,2800 N FRANCISCO AVE_CHICAGO_60618,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.700135,41.932134,37330,27-Aug-13,35,1,T147_37330
237766,CHICAGO HEALTH DEPT,T147,2800 N FRANCISCO AVE,CHICAGO,60618,2800 N FRANCISCO AVE_CHICAGO_60618,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,GISSA,-87.700135,41.932134,37331,28-Aug-13,35,1,T147_37331
237767,CHICAGO HEALTH DEPT,T151,7000 W ARMITAGE AVE,CHICAGO,60707,7000 W ARMITAGE AVE_CHICAGO_60707,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.800565,41.916294,37311,27-Aug-13,35,1,T151_37311
237769,CHICAGO HEALTH DEPT,T152,2500 S MILLARD AVE,CHICAGO,60623,2500 S MILLARD AVE_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.716132,41.846163,37313,27-Aug-13,35,1,T152_37313
237768,CHICAGO HEALTH DEPT,T152,2500 S MILLARD AVE,CHICAGO,60623,2500 S MILLARD AVE_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.716132,41.846163,37312,28-Aug-13,35,1,T152_37312
237771,CHICAGO HEALTH DEPT,T155,6300 W 64TH ST,CHICAGO,60638,6300 W 64TH ST_CHICAGO_60638,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.778785,41.775944,37343,28-Aug-13,35,1,T155_37343
237772,CHICAGO HEALTH DEPT,T158,3500 W 116TH ST,CHICAGO,60655,3500 W 116TH ST_CHICAGO_60655,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.707834,41.682374,37268,27-Aug-13,35,1,T158_37268
237773,CHICAGO HEALTH DEPT,T158,3500 W 116TH ST,CHICAGO,60655,3500 W 116TH ST_CHICAGO_60655,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,GISSA,-87.707834,41.682374,37269,27-Aug-13,35,1,T158_37269
237774,CHICAGO HEALTH DEPT,T159,8940 S CARPENTER,CHICAGO,60620,8940 S CARPENTER_CHICAGO_60620,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,GISSA,-87.649631,41.731342,37270,27-Aug-13,35,1,T159_37270
237775,CHICAGO HEALTH DEPT,T159,8940 S CARPENTER,CHICAGO,60620,8940 S CARPENTER_CHICAGO_60620,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,41,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,GISSA,-87.649631,41.731342,37271,28-Aug-13,35,1,T159_37271
237777,CHICAGO HEALTH DEPT,T209,13158 S BRANDON,CHICAGO,60633,13158 S BRANDON_CHICAGO_60633,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,IDPH,-87.545906,41.655534,37284,27-Aug-13,35,1,T209_37284
237778,CHICAGO HEALTH DEPT,T209,13158 S BRANDON,CHICAGO,60633,13158 S BRANDON_CHICAGO_60633,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,IDPH,-87.545906,41.655534,37285,27-Aug-13,35,1,T209_37285
237779,CHICAGO HEALTH DEPT,T212,EGGERS WOODS,CHICAGO,60617,EGGERS WOODS_CHICAGO_60617,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,IDPH,-87.528475,41.680787,37286,28-Aug-13,35,1,T212_37286
237780,CHICAGO HEALTH DEPT,T220,4540 N CAMPBELL AVE,CHICAGO,60625,4540 N CAMPBELL AVE_CHICAGO_60625,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,RESTUANS,IDPH,-87.69,41.96,37298,28-Aug-13,35,1,T220_37298
237783,CHICAGO HEALTH DEPT,T222,4846 W MONTANA ST,CHICAGO,60639,4846 W MONTANA ST_CHICAGO_60639,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.747502,41.925226,37315,27-Aug-13,35,1,T222_37315
237784,CHICAGO HEALTH DEPT,T223,5115 N MONT CLARE AVE,CHICAGO,60656,5115 N MONT CLARE AVE_CHICAGO_60656,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80467,41.973995,37372,27-Aug-13,35,1,T223_37372
237785,CHICAGO HEALTH DEPT,T223,5115 N MONT CLARE AVE,CHICAGO,60656,5115 N MONT CLARE AVE_CHICAGO_60656,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80467,41.973995,37373,28-Aug-13,35,1,T223_37373
237786,CHICAGO HEALTH DEPT,T224,1710 W ADDISON ST,CHICAGO,60613,1710 W ADDISON ST_CHICAGO_60613,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,IDPH,-87.671702,41.947011,37299,27-Aug-13,35,1,T224_37299
237787,CHICAGO HEALTH DEPT,T224,1710 W ADDISON ST,CHICAGO,60613,1710 W ADDISON ST_CHICAGO_60613,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.671702,41.947011,37300,28-Aug-13,35,1,T224_37300
237789,CHICAGO HEALTH DEPT,T225,8200 S KOSTNER AVE,CHICAGO,60652,8200 S KOSTNER AVE_CHICAGO_60652,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.731457,41.743395,37345,27-Aug-13,35,1,T225_37345
237790,CHICAGO HEALTH DEPT,T226,900 W GARFIELD BLVD,CHICAGO,60609,900 W GARFIELD BLVD_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.647594,41.794297,37355,27-Aug-13,35,1,T226_37355
237791,CHICAGO HEALTH DEPT,T227,650 E 91ST PL,CHICAGO,60619,650 E 91ST PL_CHICAGO_60619,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS,IDPH,-87.608227,41.728445,37273,27-Aug-13,35,1,T227_37273
237792,CHICAGO HEALTH DEPT,T228,3945 N SPRINGFIELD AVE,CHICAGO,60618,3945 N SPRINGFIELD AVE_CHICAGO_60618,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.724985,41.952654,37281,27-Aug-13,35,1,T228_37281
237793,CHICAGO HEALTH DEPT,T230,1333 N LARAMIE AVE,CHICAGO,60651,1333 N LARAMIE AVE_CHICAGO_60651,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,29-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.755737,41.904661,37316,28-Aug-13,35,1,T230_37316
